"발생일","발생시간","요일","발생지_시군구","사고내용","법정동","사망자수","중상자수","경상자수","부상신고자수","사고유형_대분류","사고유형_중분류","사고유형","가해자법규위반","노면상태_대분류","노면상태","기상상태","도로형태_대분류","도로형태","가해자차종","가해자연령","가해자성별","가해자신체상해정도","피해자차종","피해자연령","피해자성별","피해자신체상해정도","경도","위도"
"2012-12-26","23","수","강동구","사망","상일동","1","2","0","0","차대차","측면충돌","측면충돌","중앙선 침범","포장","젖음/습기","맑음","단일로","기타단일로","승용차","21-30세","남","중상","승용차","31-40세","남","중상","127.17158534","37.55585748"
"2012-12-29","11","토","관악구","사망","신림동","1","0","0","0","차대사람","횡단중","횡단중","신호위반","포장","건조","맑음","교차로","교차로내","화물차","21-30세","남","상해없음","보행자","65세이상","남","사망","126.92603617","37.48363122"
"2012-12-30","00","일","관악구","사망","봉천동","1","0","0","0","차대차","측면충돌","측면충돌","안전운전 의무 불이행","포장","적설","눈","단일로","기타단일로","승용차","31-40세","여","상해없음","승용차","21-30세","남","상해없음","126.96522902","37.47401734"
"2013-01-03","04","목","송파구","사망","잠실동","1","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","21-30세","남","사망","없음","불명","없음","없음","127.07263264","37.51810752"
"2013-01-07","07","월","영등포구","사망","당산동5가","1","0","0","0","차대사람","횡단중","횡단중","신호위반","포장","건조","맑음","단일로","횡단보도부근","승합차","41-50세","남","상해없음","보행자","65세이상","남","사망","126.90489428","37.53232586"
"2013-01-07","20","월","마포구","사망","상암동","1","0","0","0","차대차","정면충돌","정면충돌","신호위반","포장","젖음/습기","맑음","교차로","교차로내","이륜차","31-40세","남","사망","승용차","41-50세","남","상해없음","126.88191548","37.58338525"
"2013-01-08","08","화","마포구","사망","동교동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","젖음/습기","맑음","교차로","교차로내","승용차","21-30세","남","상해없음","보행자","61-64세","여","사망","126.92360202","37.55748513"
"2013-01-09","07","수","마포구","사망","망원동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","젖음/습기","흐림","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","65세이상","여","사망","126.90813890","37.55799451"
"2013-01-10","09","목","강서구","사망","가양동","1","0","0","0","차대차","측면충돌","측면충돌","중앙선 침범","포장","젖음/습기","맑음","단일로","기타단일로","승용차","41-50세","남","기타불명","승용차","51-60세","여","사망","126.83234145","37.56188059"
"2013-01-10","21","목","송파구","사망","가락동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","젖음/습기","흐림","교차로","교차로내","승용차","61-70세","남","상해없음","보행자","41-50세","남","사망","127.13388141","37.49839319"
"2013-01-10","22","목","강남구","사망","압구정동","1","1","1","0","차대차","기타","기타","안전거리 미확보","포장","젖음/습기","맑음","단일로","기타단일로","승용차","41-50세","남","사망","불명","불명","기타불명","기타불명","127.02291407","37.52984208"
"2013-01-12","02","토","동대문구","사망","제기동","1","1","0","0","차량단독","기타","기타","안전운전 의무 불이행","포장","서리/결빙","흐림","단일로","기타단일로","이륜차","20세이하","남","사망","없음","불명","없음","없음","127.03833547","37.58568794"
"2013-01-13","06","일","종로구","사망","숭인동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","젖음/습기","흐림","단일로","횡단보도상","승용차","71세이상","남","상해없음","보행자","51-60세","남","사망","127.01878301","37.57386531"
"2013-01-13","16","일","영등포구","사망","영등포동5가","1","0","0","0","차대차","측면충돌","측면충돌","신호위반","포장","건조","맑음","교차로","교차로내","승합차","41-50세","남","상해없음","자전거","65세이상","남","사망","126.90490091","37.52009457"
"2013-01-15","19","화","마포구","사망","공덕동","1","0","0","0","차대차","측면충돌","측면충돌","안전거리 미확보","포장","기타","맑음","단일로","기타단일로","이륜차","51-60세","남","사망","승용차","51-60세","남","상해없음","126.96144253","37.55087666"
"2013-01-16","06","수","서대문구","사망","영천동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","흐림","단일로","기타단일로","승용차","41-50세","남","상해없음","보행자","65세이상","여","사망","126.96243921","37.57020067"
"2013-01-17","19","목","동대문구","사망","청량리동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","승용차","41-50세","남","상해없음","보행자","65세이상","남","사망","127.04307448","37.58678799"
"2013-01-19","19","토","성북구","사망","돈암동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","이륜차","41-50세","남","상해없음","보행자","65세이상","여","사망","127.02204402","37.60086212"
"2013-01-19","23","토","강동구","사망","강일동","1","0","0","0","차대차","기타","기타","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","승합차","61-70세","남","상해없음","자전거","61-64세","남","사망","127.17989560","37.55850324"
"2013-01-21","07","월","강서구","사망","가양동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","승용차","51-60세","남","상해없음","보행자","51-60세","여","사망","126.83099994","37.57261697"
"2013-01-21","22","월","강동구","사망","둔촌동","1","0","0","0","차대사람","횡단중","횡단중","과속","포장","젖음/습기","비","단일로","기타단일로","승용차","41-50세","남","상해없음","보행자","21-30세","남","사망","127.14017633","37.51861022"
"2013-01-22","00","화","노원구","사망","공릉동","1","0","0","0","차대사람","길가장자리구역통행중","길가장자리구역통행중","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","51-60세","여","사망","127.09475846","37.62627537"
"2013-01-22","23","화","강남구","사망","삼성동","1","0","1","0","차대사람","기타","기타","신호위반","포장","젖음/습기","비","단일로","횡단보도상","이륜차","21-30세","남","상해없음","보행자","31-40세","남","사망","127.04829697","37.51159028"
"2013-01-28","07","월","종로구","사망","종로2가","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","승용차","61-70세","남","상해없음","보행자","65세이상","남","사망","126.98774341","37.57041774"
"2013-01-30","05","수","종로구","사망","종로3가","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도상","승합차","51-60세","남","상해없음","보행자","65세이상","남","사망","126.98939697","37.57037984"
"2013-01-30","07","수","성북구","사망","길음동","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","61-70세","남","상해없음","보행자","13-20세","남","사망","127.02192703","37.60639860"
"2013-01-31","11","목","도봉구","사망","도봉동","1","1","0","0","차대사람","횡단중","횡단중","신호위반","포장","건조","맑음","교차로","교차로내","화물차","21-30세","남","상해없음","보행자","51-60세","남","중상","127.03973556","37.67093309"
"2013-01-31","22","목","송파구","사망","장지동","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","화물차","61-70세","남","상해없음","보행자","21-30세","여","사망","127.12683114","37.47153752"
"2013-02-02","06","토","마포구","사망","상암동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","젖음/습기","흐림","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","65세이상","남","사망","126.90412594","37.57482044"
"2013-02-02","23","토","동대문구","사망","답십리동","1","0","1","0","차대차","추돌","진행중 추돌","신호위반","포장","건조","맑음","교차로","교차로내","승용차","51-60세","남","상해없음","이륜차","51-60세","남","사망","127.05740553","37.57288974"
"2013-02-07","00","목","성동구","사망","금호동1가","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","기타","맑음","단일로","기타단일로","승용차","41-50세","남","상해없음","보행자","51-60세","남","사망","127.02474356","37.55543884"
"2013-02-07","22","목","종로구","사망","창신동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","41-50세","남","상해없음","보행자","51-60세","여","사망","127.01249866","37.57200979"
"2013-02-08","20","금","영등포구","사망","영등포동1가","1","0","0","0","차대사람","횡단중","횡단중","보행자 보호의무 위반","포장","건조","맑음","단일로","횡단보도상","승합차","61-70세","남","상해없음","보행자","41-50세","여","사망","126.91398706","37.51876094"
"2013-02-09","01","토","광진구","사망","군자동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","51-60세","남","상해없음","보행자","41-50세","남","사망","127.07339568","37.55897768"
"2013-02-11","09","월","노원구","사망","공릉동","1","0","0","0","차량단독","주/정차차량 충돌","주/정차차량 충돌","안전운전 의무 불이행","포장","젖음/습기","맑음","단일로","기타단일로","승용차","21-30세","남","사망","화물차","불명","기타불명","기타불명","127.08273582","37.63417428"
"2013-02-13","03","수","마포구","사망","상암동","1","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","기타","맑음","단일로","기타단일로","승용차","41-50세","남","사망","없음","불명","없음","없음","126.87726112","37.57107641"
"2013-02-13","21","수","강서구","사망","공항동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","41-50세","남","상해없음","보행자","41-50세","남","사망","126.81212634","37.56110656"
"2013-02-17","18","일","은평구","사망","수색동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","승합차","41-50세","남","상해없음","보행자","65세이상","여","사망","126.89543716","37.58216726"
"2013-02-19","02","화","서초구","사망","서초동","1","2","0","0","차대차","추돌","주정차중 추돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","21-30세","남","중상","승용차","41-50세","남","중상","127.02520075","37.48510791"
