"발생일","발생시간","요일","발생지_시군구","사고내용","법정동","사망자수","중상자수","경상자수","부상신고자수","사고유형_대분류","사고유형_중분류","사고유형","가해자법규위반","노면상태_대분류","노면상태","기상상태","도로형태_대분류","도로형태","가해자차종","가해자연령","가해자성별","가해자신체상해정도","피해자차종","피해자연령","피해자성별","피해자신체상해정도","경도","위도"
"2015-10-11","18","일","관악구","사망","신림동","1","1","0","0","차대차","기타","기타","신호위반","포장","젖음/습기","비","교차로","교차로내","이륜차","20세이하","남","사망","승용차","41-50세","남","상해없음","126.92266221","37.48994230"
"2015-10-12","03","월","양천구","사망","신월동","1","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","터널안","승용차","51-60세","남","사망","없음","불명","없음","없음","126.84499033","37.50477004"
"2015-10-12","05","월","강남구","사망","역삼동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","흐림","단일로","횡단보도상","승용차","31-40세","여","상해없음","보행자","65세이상","여","사망","127.04558076","37.49675252"
"2015-10-12","06","월","은평구","사망","진관동","1","0","0","0","차대사람","횡단중","횡단중","신호위반","포장","젖음/습기","흐림","단일로","횡단보도상","승용차","51-60세","남","상해없음","보행자","65세이상","여","사망","126.94634804","37.65835471"
"2015-10-13","16","화","관악구","사망","신림동","1","0","0","0","차대사람","횡단중","횡단중","신호위반","포장","건조","맑음","교차로","교차로부근","승용차","31-40세","여","상해없음","보행자","65세이상","남","사망","126.91686591","37.48908459"
"2015-10-14","02","수","서초구","사망","서초동","1","2","1","0","차대차","추돌","진행중 추돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","21-30세","여","상해없음","승용차","41-50세","남","사망","127.01908593","37.50204677"
"2015-10-17","02","토","노원구","사망","공릉동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","승합차","31-40세","남","상해없음","보행자","31-40세","남","사망","127.06685160","37.62929487"
"2015-10-17","11","토","강동구","사망","천호동","1","0","0","0","차대차","기타","기타","신호위반","포장","건조","맑음","단일로","기타단일로","불명","61-70세","여","사망","승용차","21-30세","남","상해없음","127.11903779","37.54082728"
"2015-10-20","10","화","강북구","사망","수유동","1","0","0","0","차대차","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","41-50세","여","상해없음","자전거","65세이상","남","사망","127.02400069","37.64365935"
"2015-10-22","01","목","강남구","사망","논현동","1","0","0","0","차대차","측면충돌","측면충돌","중앙선 침범","포장","건조","맑음","단일로","기타단일로","원동기장치자전거","31-40세","남","사망","승용차","61-64세","남","상해없음","127.02130609","37.51066465"
"2015-10-22","14","목","영등포구","사망","신길동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","31-40세","여","상해없음","보행자","65세이상","여","사망","126.90845054","37.49619050"
"2015-10-22","20","목","동대문구","사망","전농동","1","0","0","0","차대차","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","이륜차","31-40세","남","사망","승용차","31-40세","남","상해없음","127.05012463","37.58406597"
"2015-10-23","10","금","중구","사망","남창동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","기타/불명","기타/불명","승합차","41-50세","남","기타불명","보행자","65세이상","여","사망","126.97801857","37.56032512"
"2015-10-23","14","금","마포구","사망","합정동","1","0","0","0","차대사람","기타","기타","보행자 보호의무 위반","포장","건조","맑음","단일로","횡단보도상","화물차","51-60세","남","상해없음","보행자","65세이상","여","사망","126.91294645","37.54902307"
"2015-10-23","19","금","관악구","사망","봉천동","1","0","0","0","차대사람","횡단중","횡단중","보행자 보호의무 위반","포장","건조","맑음","단일로","횡단보도상","승용차","31-40세","여","상해없음","보행자","65세이상","여","사망","126.95673892","37.49059155"
"2015-10-23","22","금","중구","사망","충정로1가","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도상","승합차","61-70세","남","상해없음","보행자","65세이상","남","사망","126.96877029","37.56799039"
"2015-10-24","05","토","강서구","사망","화곡동","1","1","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","이륜차","20세이하","남","사망","없음","불명","없음","없음","126.86121884","37.53215177"
"2015-10-25","05","일","중랑구","사망","면목동","1","0","0","0","차대차","측면충돌","측면충돌","신호위반","포장","건조","맑음","교차로","교차로부근","승용차","21-30세","남","상해없음","이륜차","21-30세","남","사망","127.08848764","37.57557103"
"2015-10-25","21","일","강북구","사망","번동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","31-40세","남","상해없음","보행자","65세이상","남","사망","127.03940810","37.63216535"
"2015-10-27","04","화","구로구","사망","구로동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","젖음/습기","비","교차로","교차로내","승용차","51-60세","남","상해없음","보행자","51-60세","남","사망","126.90286440","37.48452590"
"2015-10-27","04","화","관악구","사망","봉천동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","젖음/습기","비","교차로","교차로부근","승용차","31-40세","남","상해없음","보행자","65세이상","남","사망","126.95653586","37.49067084"
"2015-10-29","12","목","서초구","사망","원지동","1","2","3","0","차대차","측면충돌","측면충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","61-70세","남","중상","승합차","41-50세","남","상해없음","127.06643711","37.43372001"
"2015-10-29","17","목","노원구","사망","상계동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","승합차","51-60세","남","상해없음","보행자","65세이상","여","사망","127.05542187","37.68165603"
"2015-10-29","19","목","강동구","사망","천호동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","젖음/습기","비","교차로","교차로부근","승용차","21-30세","남","상해없음","보행자","51-60세","남","사망","127.13138860","37.53829762"
"2015-10-30","08","금","용산구","사망","한강로2가","1","0","0","0","차대차","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","31-40세","여","상해없음","이륜차","21-30세","남","사망","126.96976591","37.53135503"
"2015-10-30","11","금","은평구","사망","응암동","1","0","0","0","차대사람","길가장자리구역통행중","길가장자리구역통행중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","승용차","21-30세","남","상해없음","보행자","65세이상","남","사망","126.91986478","37.58972591"
"2015-10-30","21","금","마포구","사망","아현동","1","0","0","0","차대차","측면충돌","측면충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","61-70세","여","상해없음","이륜차","31-40세","남","사망","126.95093622","37.55710165"
"2015-11-01","01","일","구로구","사망","구로동","1","0","0","0","차대사람","횡단중","횡단중","보행자 보호의무 위반","포장","건조","맑음","단일로","횡단보도상","승용차","51-60세","남","상해없음","보행자","41-50세","남","사망","126.89231752","37.49911012"
"2015-11-03","13","화","강동구","사망","명일동","1","0","0","0","차대사람","횡단중","횡단중","신호위반","포장","건조","맑음","교차로","교차로내","승합차","61-70세","남","상해없음","보행자","65세이상","남","사망","127.15416942","37.54912872"
"2015-11-04","10","수","강남구","사망","세곡동","1","0","0","0","차대차","측면충돌","측면충돌","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","승용차","41-50세","여","상해없음","자전거","65세이상","남","사망","127.10795290","37.46350832"
"2015-11-04","12","수","노원구","사망","상계동","1","0","0","0","차대사람","길가장자리구역통행중","길가장자리구역통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","건설기계","51-60세","남","상해없음","보행자","65세이상","여","사망","127.06691018","37.65629918"
"2015-11-05","09","목","영등포구","사망","당산동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","41-50세","남","상해없음","보행자","65세이상","여","사망","126.89887612","37.53757728"
"2015-11-05","16","목","양천구","사망","신월동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","51-60세","남","상해없음","보행자","65세이상","여","사망","126.82286909","37.53508380"
"2015-11-06","07","금","강동구","사망","고덕동","1","0","0","0","차대사람","기타","기타","신호위반","포장","젖음/습기","흐림","교차로","교차로부근","승용차","41-50세","여","상해없음","보행자","31-40세","여","사망","127.17032399","37.56204626"
"2015-11-06","12","금","관악구","사망","남현동","1","0","0","0","차대사람","길가장자리구역통행중","길가장자리구역통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","31-40세","남","상해없음","보행자","65세이상","남","사망","126.97998346","37.47628252"
"2015-11-07","02","토","양천구","사망","목동","1","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","승용차","61-70세","남","사망","없음","불명","없음","없음","126.88636640","37.53094211"
"2015-11-07","05","토","광진구","사망","구의동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","21-30세","남","사망","127.09341595","37.54811492"
"2015-11-07","05","토","구로구","사망","개봉동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","젖음/습기","비","교차로","교차로내","승용차","61-70세","남","상해없음","보행자","31-40세","남","사망","126.84649014","37.50144335"
"2015-11-07","17","토","양천구","사망","신월동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","젖음/습기","비","교차로","교차로내","원동기장치자전거","21-30세","남","상해없음","보행자","65세이상","여","사망","126.83090057","37.53941097"
"2015-11-07","18","토","동대문구","사망","회기동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","승용차","51-60세","남","상해없음","보행자","65세이상","여","사망","127.05326507","37.59112642"
"2015-11-07","23","토","노원구","사망","월계동","1","0","1","0","차대차","추돌","주정차중 추돌","안전운전 의무 불이행","포장","젖음/습기","비","교차로","교차로내","승용차","61-70세","남","상해없음","원동기장치자전거","61-64세","남","사망","127.05667771","37.62877036"
"2015-11-08","01","일","마포구","사망","성산동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","승용차","51-60세","남","상해없음","보행자","51-60세","남","사망","126.90605190","37.56046273"
"2015-11-08","01","일","은평구","사망","불광동","1","0","0","0","차대사람","횡단중","횡단중","과속","포장","젖음/습기","비","교차로","교차로부근","승용차","51-60세","남","상해없음","보행자","41-50세","여","사망","126.92467052","37.61579814"
"2015-11-09","11","월","마포구","사망","공덕동","1","0","0","0","차대차","측면충돌","측면충돌","신호위반","포장","건조","흐림","교차로","교차로내","이륜차","51-60세","남","사망","승합차","41-50세","남","상해없음","126.95436933","37.54898741"
"2015-11-12","05","목","구로구","사망","신도림동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","승용차","41-50세","남","상해없음","보행자","51-60세","여","사망","126.89240265","37.50675403"
"2015-11-12","09","목","금천구","사망","시흥동","1","0","0","0","차대사람","횡단중","횡단중","보행자 보호의무 위반","포장","건조","맑음","교차로","교차로내","승용차","71세이상","남","상해없음","보행자","12세이하","남","사망","126.90034968","37.45100966"
"2015-11-14","03","토","광진구","사망","군자동","1","0","0","0","차대차","추돌","주정차중 추돌","안전거리 미확보","포장","젖음/습기","비","단일로","기타단일로","불명","불명","기타불명","기타불명","승용차","21-30세","남","사망","127.06962915","37.55241119"
"2015-11-14","03","토","서초구","사망","방배동","1","0","0","0","차대사람","횡단중","횡단중","과속","포장","젖음/습기","비","단일로","기타단일로","화물차","31-40세","남","상해없음","보행자","31-40세","남","사망","126.98164908","37.47911109"
"2015-11-15","19","일","구로구","사망","구로동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","51-60세","여","상해없음","보행자","65세이상","남","사망","126.88929994","37.49456976"
"2015-11-17","00","화","서초구","사망","반포동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","승합차","51-60세","남","상해없음","보행자","65세이상","남","사망","126.99972712","37.50051518"
"2015-11-17","17","화","동대문구","사망","장안동","1","1","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","승용차","51-60세","남","상해없음","보행자","65세이상","여","사망","127.07278866","37.56415826"
"2015-11-19","00","목","종로구","사망","안국동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","51-60세","남","사망","126.98517622","37.57650869"
"2015-11-19","04","목","노원구","사망","공릉동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","51-60세","남","상해없음","보행자","65세이상","여","사망","127.07053664","37.63094878"
"2015-11-19","04","목","서초구","사망","방배동","1","0","0","0","차대사람","보도통행중","보도통행중","신호위반","포장","건조","맑음","단일로","기타단일로","승용차","51-60세","남","상해없음","보행자","65세이상","여","사망","126.99874567","37.47977976"
"2015-11-19","07","목","성북구","사망","정릉동","1","0","0","0","차대사람","길가장자리구역통행중","길가장자리구역통행중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","화물차","41-50세","남","상해없음","보행자","65세이상","남","사망","127.01087200","37.60254963"
"2015-11-20","05","금","중랑구","사망","망우동","1","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","자전거","51-60세","남","사망","없음","불명","없음","없음","127.10752561","37.60063384"
"2015-11-20","11","금","중랑구","사망","면목동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","승용차","51-60세","남","상해없음","보행자","65세이상","여","사망","127.09317117","37.58064383"
"2015-11-20","17","금","강서구","사망","가양동","1","0","0","0","차대사람","보도통행중","보도통행중","기타","포장","건조","맑음","단일로","기타단일로","승용차","31-40세","남","상해없음","보행자","51-60세","남","사망","126.85089673","37.56739212"
"2015-11-23","08","월","양천구","사망","신월동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","흐림","교차로","교차로내","승용차","41-50세","여","상해없음","보행자","65세이상","여","사망","126.83693447","37.52270700"
"2015-11-25","00","수","영등포구","사망","여의도동","1","0","0","0","차대사람","횡단중","횡단중","보행자 보호의무 위반","포장","젖음/습기","비","단일로","횡단보도상","승용차","21-30세","남","상해없음","보행자","31-40세","남","사망","126.93142347","37.51899939"
"2015-11-25","02","수","은평구","사망","대조동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","젖음/습기","비","교차로","교차로부근","승용차","31-40세","남","상해없음","보행자","51-60세","여","사망","126.92957788","37.61076005"
"2015-11-25","21","수","영등포구","사망","영등포동3가","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","승용차","51-60세","남","기타불명","보행자","51-60세","여","사망","126.89930262","37.53097256"
"2015-11-26","06","목","송파구","사망","잠실동","1","0","0","0","차대차","추돌","주정차중 추돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","화물차","51-60세","남","사망","건설기계","51-60세","남","상해없음","127.07141183","37.50798085"
"2015-11-27","02","금","광진구","사망","중곡동","2","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","21-30세","남","사망","없음","불명","없음","없음","127.08252656","37.55603586"
"2015-11-27","09","금","영등포구","사망","양평동1가","1","0","0","0","차대차","측면충돌","측면충돌","신호위반","포장","건조","흐림","교차로","교차로내","자전거","71세이상","남","사망","승용차","65세이상","남","상해없음","126.88751998","37.52135774"
"2015-11-28","05","토","동대문구","사망","전농동","1","1","0","0","차대차","정면충돌","정면충돌","중앙선 침범","포장","건조","맑음","단일로","기타단일로","건설기계","41-50세","남","상해없음","이륜차","21-30세","남","사망","127.04681106","37.58137630"
"2015-11-30","14","월","강동구","사망","상일동","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","특수차","51-60세","남","상해없음","보행자","61-64세","여","사망","127.17435627","37.54612150"
"2015-12-01","01","화","영등포구","사망","신길동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","41-50세","남","상해없음","보행자","61-64세","남","사망","126.91021692","37.50375538"
"2015-12-01","02","화","강남구","사망","삼성동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","31-40세","남","상해없음","보행자","65세이상","남","사망","127.04930755","37.50535675"
"2015-12-02","15","수","영등포구","사망","신길동","1","0","0","0","차대차","정면충돌","정면충돌","기타","포장","젖음/습기","흐림","교차로","교차로내","자전거","71세이상","남","사망","승용차","31-40세","남","상해없음","126.91033402","37.49692100"
"2015-12-04","05","금","중구","사망","필동1가","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","화물차","51-60세","남","상해없음","보행자","61-64세","여","사망","126.99167999","37.56103370"
"2015-12-07","23","월","금천구","사망","시흥동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도상","승용차","31-40세","남","상해없음","보행자","41-50세","남","사망","126.91242047","37.45006978"
"2015-12-08","09","화","마포구","사망","아현동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도상","승합차","31-40세","남","상해없음","보행자","51-60세","여","사망","126.95507887","37.55726506"
"2015-12-09","06","수","강북구","사망","번동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","71세이상","남","상해없음","보행자","65세이상","여","사망","127.04085338","37.61646062"
"2015-12-09","06","수","은평구","사망","대조동","1","0","0","0","차대사람","횡단중","횡단중","신호위반","포장","건조","흐림","단일로","횡단보도부근","승용차","51-60세","남","상해없음","보행자","65세이상","남","사망","126.91897724","37.61646427"
"2015-12-09","19","수","영등포구","사망","신길동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","기타/불명","기타/불명","승합차","41-50세","남","상해없음","보행자","51-60세","여","사망","126.91825253","37.51448257"
"2015-12-11","00","금","중구","사망","소공동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","21-30세","남","사망","126.98224712","37.56447192"
"2015-12-12","07","토","동대문구","사망","용두동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","기타/불명","기타/불명","승합차","61-70세","남","상해없음","보행자","41-50세","남","사망","127.03736303","37.57810381"
"2015-12-12","08","토","강동구","사망","명일동","1","0","0","0","차대차","측면충돌","측면충돌","안전거리 미확보","포장","건조","맑음","단일로","기타단일로","이륜차","41-50세","남","사망","승용차","31-40세","여","상해없음","127.15480970","37.55512460"
"2015-12-12","18","토","서대문구","사망","홍제동","1","0","0","0","차대차","기타","기타","중앙선 침범","포장","건조","맑음","단일로","기타단일로","이륜차","51-60세","남","사망","원동기장치자전거","41-50세","남","상해없음","126.94784621","37.59378998"
"2015-12-13","08","일","용산구","사망","갈월동","1","0","0","0","차대차","기타","기타","안전거리 미확보","포장","건조","맑음","단일로","교량위","승용차","41-50세","남","상해없음","이륜차","13-20세","남","사망","126.95828137","37.51680916"
"2015-12-14","01","월","강남구","사망","삼성동","1","0","0","0","차대차","측면충돌","측면충돌","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","이륜차","21-30세","남","사망","승용차","61-64세","남","상해없음","127.06310183","37.50885176"
"2015-12-15","04","화","서초구","사망","방배동","1","0","0","0","차대차","기타","기타","안전운전 의무 불이행","포장","젖음/습기","흐림","단일로","기타단일로","이륜차","20세이하","남","사망","건설기계","41-50세","남","상해없음","126.98361832","37.47071002"
"2015-12-15","13","화","영등포구","사망","양평동3가","1","0","0","0","차대사람","횡단중","횡단중","보행자 보호의무 위반","포장","건조","맑음","교차로","교차로부근","승용차","71세이상","여","상해없음","보행자","65세이상","여","사망","126.89196782","37.53245831"
"2015-12-15","14","화","성북구","사망","석관동","2","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","51-60세","남","사망","없음","불명","없음","없음","127.06260127","37.61390231"
"2015-12-17","06","목","서초구","사망","방배동","1","0","0","0","차대사람","횡단중","횡단중","보행자 보호의무 위반","포장","건조","맑음","교차로","교차로부근","화물차","41-50세","남","상해없음","보행자","65세이상","여","사망","126.98958848","37.49246775"
"2015-12-17","10","목","구로구","사망","구로동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도상","승합차","51-60세","남","상해없음","보행자","65세이상","남","사망","126.89197262","37.49699918"
"2015-12-18","01","금","관악구","사망","신림동","1","2","2","0","차대사람","횡단중","횡단중","보행자 보호의무 위반","포장","건조","맑음","교차로","교차로내","승용차","21-30세","남","상해없음","보행자","13-20세","여","사망","126.92961891","37.48400010"
"2015-12-19","07","토","마포구","사망","상암동","1","0","0","0","차대차","추돌","진행중 추돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","31-40세","남","상해없음","자전거","21-30세","남","사망","126.90115590","37.57519299"
"2015-12-19","08","토","서초구","사망","내곡동","1","0","0","0","차대차","추돌","주정차중 추돌","기타","포장","건조","맑음","단일로","기타단일로","승용차","21-30세","남","기타불명","승합차","51-60세","남","상해없음","127.09003775","37.46330511"
"2015-12-20","01","일","중구","사망","필동1가","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도부근","승용차","61-70세","남","상해없음","보행자","51-60세","남","사망","126.99243907","37.56096486"
"2015-12-22","21","화","종로구","사망","행촌동","1","0","0","0","차량단독","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","이륜차","20세이하","남","사망","없음","불명","없음","없음","126.96148188","37.57230816"
"2015-12-24","05","목","동대문구","사망","제기동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도부근","화물차","41-50세","남","상해없음","보행자","65세이상","여","사망","127.03734714","37.58799152"
"2015-12-24","13","목","용산구","사망","서빙고동","1","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","지하차도(도로)내","이륜차","21-30세","남","사망","없음","불명","없음","없음","126.99278618","37.51976559"
"2015-12-24","18","목","영등포구","사망","문래동3가","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","41-50세","남","상해없음","보행자","31-40세","여","사망","126.90217051","37.51481689"
"2015-12-25","02","금","성북구","사망","장위동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","흐림","단일로","횡단보도상","승용차","61-70세","남","상해없음","보행자","21-30세","여","사망","127.05859118","37.61182330"
"2015-12-26","19","토","성동구","사망","성수동2가","1","1","2","1","차대차","기타","기타","안전거리 미확보","포장","건조","맑음","단일로","기타단일로","승용차","21-30세","남","부상신고","승합차","41-50세","남","상해없음","127.06024836","37.54392194"
"2015-12-28","06","월","종로구","사망","경운동","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","31-40세","남","상해없음","보행자","65세이상","여","사망","126.98490630","37.57623711"
"2015-12-30","02","수","중랑구","사망","망우동","1","0","0","0","차량단독","전도전복","전도전복","안전운전 의무 불이행","포장","젖음/습기","기타/불명","단일로","기타단일로","승용차","51-60세","남","사망","없음","불명","없음","없음","127.12525472","37.60135485"
"2015-12-30","03","수","도봉구","사망","도봉동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","화물차","61-70세","남","상해없음","보행자","65세이상","남","사망","127.04552784","37.68057277"
"2015-12-30","05","수","강동구","사망","천호동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도상","화물차","21-30세","남","상해없음","보행자","65세이상","여","사망","127.13208986","37.53610049"
"2015-12-30","18","수","송파구","사망","삼전동","1","0","1","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","원동기장치자전거","20세이하","남","경상","보행자","65세이상","남","사망","127.09428731","37.49802048"
"2015-12-31","15","목","서대문구","사망","남가좌동","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","화물차","51-60세","남","상해없음","보행자","65세이상","여","사망","126.91791445","37.57108557"
"2016-01-02","11","토","강서구","사망","내발산동","1","0","0","0","차대차","측면충돌","측면충돌","신호위반","포장","건조","맑음","교차로","교차로내","이륜차","71세이상","남","사망","승합차","41-50세","남","상해없음","126.84450319","37.55799275"
"2016-01-06","08","수","영등포구","사망","양평동5가","1","0","2","0","차대차","측면충돌","측면충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","51-60세","남","사망","승용차","31-40세","남","경상","126.89525204","37.54202946"
"2016-01-07","12","목","동대문구","사망","용두동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","화물차","41-50세","남","상해없음","보행자","65세이상","여","사망","127.02984978","37.58064296"
"2016-01-07","19","목","양천구","사망","목동","1","0","0","0","차대차","측면충돌","측면충돌","신호위반","포장","건조","맑음","교차로","교차로부근","자전거","20세이하","남","상해없음","자전거","61-64세","남","사망","126.86988952","37.52665506"
"2016-01-08","00","금","마포구","사망","상암동","1","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","이륜차","20세이하","남","사망","없음","불명","없음","없음","126.87921663","37.57832448"
"2016-01-09","18","토","서초구","사망","서초동","1","0","0","0","차대사람","기타","기타","보행자 보호의무 위반","포장","건조","맑음","교차로","교차로부근","승합차","41-50세","남","상해없음","보행자","65세이상","여","사망","127.00442782","37.48254387"
"2016-01-10","19","일","서초구","사망","내곡동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","51-60세","남","사망","127.05962539","37.45729896"
"2016-01-12","02","화","구로구","사망","신도림동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","지하차도(도로)내","승용차","51-60세","남","상해없음","보행자","31-40세","남","사망","126.88607095","37.50622555"
"2016-01-12","13","화","동작구","사망","노량진동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","화물차","41-50세","남","상해없음","보행자","65세이상","여","사망","126.93985451","37.50682634"
"2016-01-14","02","목","서대문구","사망","충정로3가","1","0","0","0","차대사람","길가장자리구역통행중","길가장자리구역통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","71세이상","남","상해없음","보행자","41-50세","남","사망","126.96584665","37.55877445"
"2016-01-16","06","토","도봉구","사망","방학동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","61-70세","남","상해없음","보행자","21-30세","여","사망","127.04292522","37.66614048"
